period_label,game_name,instance_count,period_type
2025-09-20,Identification of all emotions,71,Daily
2025-09-21,Identification of all emotions,75,Daily
2025-09-22,Identification of all emotions,47,Daily
2025-09-23,Identification of all emotions,46,Daily
2025-09-24,Identification of all emotions,41,Daily
2025-09-25,Identification of all emotions,49,Daily
2025-09-26,Identification of all emotions,49,Daily
2025-09-27,Identification of all emotions,66,Daily
2025-09-28,Identification of all emotions,41,Daily
2025-09-29,Identification of all emotions,59,Daily
2025-09-30,Identification of all emotions,51,Daily
2025-10-01,Identification of all emotions,45,Daily
2025-10-02,Identification of all emotions,17,Daily
2025-10-03,Identification of all emotions,37,Daily
2025-10-04,Identification of all emotions,41,Daily
2025-10-05,Identification of all emotions,29,Daily
2025-10-06,Identification of all emotions,34,Daily
2025-10-07,Identification of all emotions,34,Daily
2025-10-08,Identification of all emotions,55,Daily
2025-10-09,Identification of all emotions,56,Daily
2025-10-10,Identification of all emotions,47,Daily
2025-10-11,Identification of all emotions,30,Daily
2025-10-12,Identification of all emotions,24,Daily
2025-10-13,Identification of all emotions,29,Daily
2025-10-14,Identification of all emotions,28,Daily
2025-10-15,Identification of all emotions,35,Daily
2025-10-16,Identification of all emotions,18,Daily
2025-10-17,Identification of all emotions,29,Daily
2025-10-18,Identification of all emotions,19,Daily
2025-10-19,Identification of all emotions,14,Daily
2025-10-20,Identification of all emotions,14,Daily
2025-10-21,Identification of all emotions,16,Daily
2025-10-22,Identification of all emotions,1598,Daily
2025-10-23,Identification of all emotions,991,Daily
2025-10-24,Identification of all emotions,1523,Daily
2025-10-25,Identification of all emotions,836,Daily
2025-10-26,Identification of all emotions,211,Daily
2025-10-27,Identification of all emotions,137,Daily
2025-10-28,Identification of all emotions,82,Daily
2025-10-29,Identification of all emotions,76,Daily
2025-10-30,Identification of all emotions,57,Daily
2025-10-31,Identification of all emotions,57,Daily
2025-11-01,Identification of all emotions,19,Daily
2025-11-02,Identification of all emotions,23,Daily
2025-11-03,Identification of all emotions,1,Daily
2025_33,Identification of all emotions,4,Weekly
2025_35,Identification of all emotions,1274,Weekly
2025_36,Identification of all emotions,4972,Weekly
2025_37,Identification of all emotions,547,Weekly
2025_38,Identification of all emotions,356,Weekly
2025_39,Identification of all emotions,237,Weekly
2025_40,Identification of all emotions,269,Weekly
2025_41,Identification of all emotions,145,Weekly
2025_42,Identification of all emotions,5378,Weekly
2025_43,Identification of all emotions,233,Weekly
2025-08,Identification of all emotions,4,Monthly
2025-09,Identification of all emotions,7149,Monthly
2025-10,Identification of all emotions,6219,Monthly
2025-11,Identification of all emotions,43,Monthly
2025-09-02,Beginning Sounds Pa/Cha/Sa,77,Daily
2025-09-03,Beginning Sounds Pa/Cha/Sa,105,Daily
2025-09-04,Beginning Sounds Pa/Cha/Sa,78,Daily
2025-09-05,Beginning Sounds Pa/Cha/Sa,277,Daily
2025-09-06,Beginning Sounds Pa/Cha/Sa,171,Daily
2025-09-07,Beginning Sounds Pa/Cha/Sa,38,Daily
2025-09-08,Beginning Sounds Pa/Cha/Sa,63,Daily
2025-09-09,Beginning Sounds Pa/Cha/Sa,79,Daily
2025-09-10,Beginning Sounds Pa/Cha/Sa,3319,Daily
2025-09-11,Beginning Sounds Pa/Cha/Sa,1493,Daily
2025-09-12,Beginning Sounds Pa/Cha/Sa,2440,Daily
2025-09-13,Beginning Sounds Pa/Cha/Sa,1238,Daily
2025-09-14,Beginning Sounds Pa/Cha/Sa,301,Daily
2025-09-15,Beginning Sounds Pa/Cha/Sa,192,Daily
2025-09-16,Beginning Sounds Pa/Cha/Sa,140,Daily
2025-09-17,Beginning Sounds Pa/Cha/Sa,114,Daily
2025-09-18,Beginning Sounds Pa/Cha/Sa,89,Daily
2025-09-19,Beginning Sounds Pa/Cha/Sa,169,Daily
2025-09-20,Beginning Sounds Pa/Cha/Sa,235,Daily
2025-09-21,Beginning Sounds Pa/Cha/Sa,137,Daily
2025-09-22,Beginning Sounds Pa/Cha/Sa,306,Daily
2025-09-23,Beginning Sounds Pa/Cha/Sa,175,Daily
2025-09-24,Beginning Sounds Pa/Cha/Sa,3031,Daily
2025-09-25,Beginning Sounds Pa/Cha/Sa,1495,Daily
2025-09-26,Beginning Sounds Pa/Cha/Sa,2033,Daily
2025-09-27,Beginning Sounds Pa/Cha/Sa,948,Daily
2025-09-28,Beginning Sounds Pa/Cha/Sa,193,Daily
2025-09-29,Beginning Sounds Pa/Cha/Sa,124,Daily
2025-09-30,Beginning Sounds Pa/Cha/Sa,587,Daily
2025-10-01,Beginning Sounds Pa/Cha/Sa,540,Daily
2025-10-02,Beginning Sounds Pa/Cha/Sa,214,Daily
2025-10-03,Beginning Sounds Pa/Cha/Sa,462,Daily
2025-10-04,Beginning Sounds Pa/Cha/Sa,308,Daily
2025-10-05,Beginning Sounds Pa/Cha/Sa,157,Daily
2025-10-06,Beginning Sounds Pa/Cha/Sa,231,Daily
2025-10-07,Beginning Sounds Pa/Cha/Sa,308,Daily
2025-10-08,Beginning Sounds Pa/Cha/Sa,151,Daily
2025-10-09,Beginning Sounds Pa/Cha/Sa,87,Daily
2025-10-10,Beginning Sounds Pa/Cha/Sa,64,Daily
2025-10-11,Beginning Sounds Pa/Cha/Sa,94,Daily
2025-10-12,Beginning Sounds Pa/Cha/Sa,72,Daily
2025-10-13,Beginning Sounds Pa/Cha/Sa,107,Daily
2025-10-14,Beginning Sounds Pa/Cha/Sa,128,Daily
2025-10-15,Beginning Sounds Pa/Cha/Sa,92,Daily
2025-10-16,Beginning Sounds Pa/Cha/Sa,42,Daily
2025-10-17,Beginning Sounds Pa/Cha/Sa,49,Daily
2025-10-18,Beginning Sounds Pa/Cha/Sa,47,Daily
2025-10-19,Beginning Sounds Pa/Cha/Sa,22,Daily
2025-10-20,Beginning Sounds Pa/Cha/Sa,19,Daily
2025-10-21,Beginning Sounds Pa/Cha/Sa,27,Daily
2025-10-22,Beginning Sounds Pa/Cha/Sa,22,Daily
2025-10-23,Beginning Sounds Pa/Cha/Sa,20,Daily
2025-10-24,Beginning Sounds Pa/Cha/Sa,23,Daily
2025-10-25,Beginning Sounds Pa/Cha/Sa,23,Daily
2025-10-26,Beginning Sounds Pa/Cha/Sa,19,Daily
2025-10-27,Beginning Sounds Pa/Cha/Sa,26,Daily
2025-10-28,Beginning Sounds Pa/Cha/Sa,30,Daily
2025-10-29,Beginning Sounds Pa/Cha/Sa,19,Daily
2025-10-30,Beginning Sounds Pa/Cha/Sa,22,Daily
2025-10-31,Beginning Sounds Pa/Cha/Sa,15,Daily
2025-11-01,Beginning Sounds Pa/Cha/Sa,26,Daily
2025-11-02,Beginning Sounds Pa/Cha/Sa,10,Daily
2025-11-03,Beginning Sounds Pa/Cha/Sa,1,Daily
2025_34,Beginning Sounds Pa/Cha/Sa,77,Weekly
2025_35,Beginning Sounds Pa/Cha/Sa,811,Weekly
2025_36,Beginning Sounds Pa/Cha/Sa,9123,Weekly
2025_37,Beginning Sounds Pa/Cha/Sa,1225,Weekly
2025_38,Beginning Sounds Pa/Cha/Sa,8411,Weekly
2025_39,Beginning Sounds Pa/Cha/Sa,2220,Weekly
2025_40,Beginning Sounds Pa/Cha/Sa,703,Weekly
2025_41,Beginning Sounds Pa/Cha/Sa,298,Weekly
2025_42,Beginning Sounds Pa/Cha/Sa,163,Weekly
2025_43,Beginning Sounds Pa/Cha/Sa,93,Weekly
2025-09,Beginning Sounds Pa/Cha/Sa,19647,Monthly
2025-10,Beginning Sounds Pa/Cha/Sa,3440,Monthly
2025-11,Beginning Sounds Pa/Cha/Sa,37,Monthly
2025-09-02,Shape Rectangle,139,Daily
2025-09-03,Shape Rectangle,5898,Daily
2025-09-04,Shape Rectangle,2966,Daily
2025-09-05,Shape Rectangle,4044,Daily
2025-09-06,Shape Rectangle,1852,Daily
2025-09-07,Shape Rectangle,367,Daily
2025-09-08,Shape Rectangle,274,Daily
2025-09-09,Shape Rectangle,223,Daily
2025-09-10,Shape Rectangle,177,Daily
2025-09-11,Shape Rectangle,175,Daily
2025-09-12,Shape Rectangle,104,Daily
2025-09-13,Shape Rectangle,82,Daily
2025-09-14,Shape Rectangle,81,Daily
2025-09-15,Shape Rectangle,86,Daily
2025-09-16,Shape Rectangle,68,Daily
2025-09-17,Shape Rectangle,79,Daily
2025-09-18,Shape Rectangle,58,Daily
2025-09-19,Shape Rectangle,68,Daily
2025-09-20,Shape Rectangle,45,Daily
2025-09-21,Shape Rectangle,54,Daily
2025-09-22,Shape Rectangle,78,Daily
2025-09-23,Shape Rectangle,52,Daily
2025-09-24,Shape Rectangle,30,Daily
2025-09-25,Shape Rectangle,77,Daily
2025-09-26,Shape Rectangle,92,Daily
2025-09-27,Shape Rectangle,65,Daily
2025-09-28,Shape Rectangle,53,Daily
2025-09-29,Shape Rectangle,41,Daily
2025-09-30,Shape Rectangle,67,Daily
2025-10-01,Shape Rectangle,120,Daily
2025-10-02,Shape Rectangle,79,Daily
2025-10-03,Shape Rectangle,128,Daily
2025-10-04,Shape Rectangle,180,Daily
2025-10-05,Shape Rectangle,79,Daily
2025-10-06,Shape Rectangle,135,Daily
2025-10-07,Shape Rectangle,142,Daily
2025-10-08,Shape Rectangle,97,Daily
2025-10-09,Shape Rectangle,72,Daily
2025-10-10,Shape Rectangle,78,Daily
2025-10-11,Shape Rectangle,83,Daily
2025-10-12,Shape Rectangle,39,Daily
2025-10-13,Shape Rectangle,62,Daily
2025-10-14,Shape Rectangle,66,Daily
2025-10-15,Shape Rectangle,87,Daily
2025-10-16,Shape Rectangle,44,Daily
2025-10-17,Shape Rectangle,71,Daily
2025-10-18,Shape Rectangle,48,Daily
2025-10-19,Shape Rectangle,36,Daily
2025-10-20,Shape Rectangle,31,Daily
2025-10-21,Shape Rectangle,31,Daily
2025-10-22,Shape Rectangle,34,Daily
2025-10-23,Shape Rectangle,25,Daily
2025-10-24,Shape Rectangle,33,Daily
2025-10-25,Shape Rectangle,48,Daily
2025-10-26,Shape Rectangle,18,Daily
2025-10-27,Shape Rectangle,29,Daily
2025-10-28,Shape Rectangle,37,Daily
2025-10-29,Shape Rectangle,38,Daily
2025-10-30,Shape Rectangle,28,Daily
2025-10-31,Shape Rectangle,38,Daily
2025-11-01,Shape Rectangle,23,Daily
2025-11-02,Shape Rectangle,34,Daily
2025-11-03,Shape Rectangle,2,Daily
2025_34,Shape Rectangle,139,Weekly
2025_35,Shape Rectangle,15624,Weekly
2025_36,Shape Rectangle,773,Weekly
2025_37,Shape Rectangle,434,Weekly
2025_38,Shape Rectangle,425,Weekly
2025_39,Shape Rectangle,863,Weekly
2025_40,Shape Rectangle,497,Weekly
2025_41,Shape Rectangle,348,Weekly
2025_42,Shape Rectangle,224,Weekly
2025_43,Shape Rectangle,163,Weekly
2025-09,Shape Rectangle,17395,Monthly
2025-10,Shape Rectangle,2036,Monthly
2025-11,Shape Rectangle,59,Monthly
2025-09-02,Numerals 1-10,34,Daily
2025-09-03,Numerals 1-10,233,Daily
2025-09-04,Numerals 1-10,253,Daily
2025-09-05,Numerals 1-10,376,Daily
2025-09-06,Numerals 1-10,233,Daily
2025-09-07,Numerals 1-10,65,Daily
2025-09-08,Numerals 1-10,4503,Daily
2025-09-09,Numerals 1-10,4349,Daily
2025-09-10,Numerals 1-10,1308,Daily
2025-09-11,Numerals 1-10,444,Daily
2025-09-12,Numerals 1-10,293,Daily
2025-09-13,Numerals 1-10,211,Daily
2025-09-14,Numerals 1-10,191,Daily
2025-09-15,Numerals 1-10,168,Daily
2025-09-16,Numerals 1-10,274,Daily
2025-09-17,Numerals 1-10,191,Daily
2025-09-18,Numerals 1-10,76,Daily
2025-09-19,Numerals 1-10,81,Daily
2025-09-20,Numerals 1-10,84,Daily
2025-09-21,Numerals 1-10,46,Daily
2025-09-22,Numerals 1-10,99,Daily
2025-09-23,Numerals 1-10,71,Daily
2025-09-24,Numerals 1-10,101,Daily
2025-09-25,Numerals 1-10,100,Daily
2025-09-26,Numerals 1-10,74,Daily
2025-09-27,Numerals 1-10,76,Daily
2025-09-28,Numerals 1-10,49,Daily
2025-09-29,Numerals 1-10,54,Daily
2025-09-30,Numerals 1-10,90,Daily
2025-10-01,Numerals 1-10,142,Daily
2025-10-02,Numerals 1-10,111,Daily
2025-10-03,Numerals 1-10,175,Daily
2025-10-04,Numerals 1-10,207,Daily
2025-10-05,Numerals 1-10,187,Daily
2025-10-06,Numerals 1-10,230,Daily
2025-10-07,Numerals 1-10,235,Daily
2025-10-08,Numerals 1-10,224,Daily
2025-10-09,Numerals 1-10,85,Daily
2025-10-10,Numerals 1-10,65,Daily
2025-10-11,Numerals 1-10,144,Daily
2025-10-12,Numerals 1-10,80,Daily
2025-10-13,Numerals 1-10,142,Daily
2025-10-14,Numerals 1-10,151,Daily
2025-10-15,Numerals 1-10,145,Daily
2025-10-16,Numerals 1-10,67,Daily
2025-10-17,Numerals 1-10,66,Daily
2025-10-18,Numerals 1-10,71,Daily
2025-10-19,Numerals 1-10,48,Daily
2025-10-20,Numerals 1-10,34,Daily
2025-10-21,Numerals 1-10,33,Daily
2025-10-22,Numerals 1-10,43,Daily
2025-10-23,Numerals 1-10,44,Daily
2025-10-24,Numerals 1-10,23,Daily
2025-10-25,Numerals 1-10,40,Daily
2025-10-26,Numerals 1-10,14,Daily
2025-10-27,Numerals 1-10,32,Daily
2025-10-28,Numerals 1-10,39,Daily
2025-10-29,Numerals 1-10,58,Daily
2025-10-30,Numerals 1-10,19,Daily
2025-10-31,Numerals 1-10,37,Daily
2025-11-01,Numerals 1-10,52,Daily
2025-11-02,Numerals 1-10,35,Daily
2025-11-03,Numerals 1-10,3,Daily
2025_34,Numerals 1-10,34,Weekly
2025_35,Numerals 1-10,10012,Weekly
2025_36,Numerals 1-10,2889,Weekly
2025_37,Numerals 1-10,648,Weekly
2025_38,Numerals 1-10,544,Weekly
2025_39,Numerals 1-10,1287,Weekly
2025_40,Numerals 1-10,891,Weekly
2025_41,Numerals 1-10,464,Weekly
2025_42,Numerals 1-10,235,Weekly
2025_43,Numerals 1-10,204,Weekly
2025-09,Numerals 1-10,14127,Monthly
2025-10,Numerals 1-10,2991,Monthly
2025-11,Numerals 1-10,90,Monthly
2025-09-26,Emotion Identification,171,Daily
2025-09-27,Emotion Identification,311,Daily
2025-09-28,Emotion Identification,157,Daily
2025-09-29,Emotion Identification,301,Daily
2025-09-30,Emotion Identification,218,Daily
2025-10-01,Emotion Identification,758,Daily
2025-10-02,Emotion Identification,400,Daily
2025-10-03,Emotion Identification,828,Daily
2025-10-04,Emotion Identification,2306,Daily
2025-10-05,Emotion Identification,1121,Daily
2025-10-06,Emotion Identification,2879,Daily
2025-10-07,Emotion Identification,2631,Daily
2025-10-08,Emotion Identification,992,Daily
2025-10-09,Emotion Identification,330,Daily
2025-10-10,Emotion Identification,242,Daily
2025-10-11,Emotion Identification,362,Daily
2025-10-12,Emotion Identification,276,Daily
2025-10-13,Emotion Identification,382,Daily
2025-10-14,Emotion Identification,440,Daily
2025-10-15,Emotion Identification,234,Daily
2025-10-16,Emotion Identification,103,Daily
2025-10-17,Emotion Identification,100,Daily
2025-10-18,Emotion Identification,72,Daily
2025-10-19,Emotion Identification,53,Daily
2025-10-20,Emotion Identification,54,Daily
2025-10-21,Emotion Identification,47,Daily
2025-10-22,Emotion Identification,46,Daily
2025-10-23,Emotion Identification,45,Daily
2025-10-24,Emotion Identification,61,Daily
2025-10-25,Emotion Identification,40,Daily
2025-10-26,Emotion Identification,21,Daily
2025-10-27,Emotion Identification,24,Daily
2025-10-28,Emotion Identification,45,Daily
2025-10-29,Emotion Identification,40,Daily
2025-10-30,Emotion Identification,28,Daily
2025-10-31,Emotion Identification,16,Daily
2025-11-01,Emotion Identification,23,Daily
2025-11-02,Emotion Identification,17,Daily
2025_38,Emotion Identification,1158,Weekly
2025_39,Emotion Identification,10923,Weekly
2025_40,Emotion Identification,3024,Weekly
2025_41,Emotion Identification,663,Weekly
2025_42,Emotion Identification,282,Weekly
2025_43,Emotion Identification,124,Weekly
2025-09,Emotion Identification,1158,Monthly
2025-10,Emotion Identification,14976,Monthly
2025-11,Emotion Identification,40,Monthly
2025-09-26,Beginning Sound Ba/Ra/Na,202,Daily
2025-09-27,Beginning Sound Ba/Ra/Na,374,Daily
2025-09-28,Beginning Sound Ba/Ra/Na,177,Daily
2025-09-29,Beginning Sound Ba/Ra/Na,249,Daily
2025-09-30,Beginning Sound Ba/Ra/Na,221,Daily
2025-10-01,Beginning Sound Ba/Ra/Na,2504,Daily
2025-10-02,Beginning Sound Ba/Ra/Na,1131,Daily
2025-10-03,Beginning Sound Ba/Ra/Na,2692,Daily
2025-10-04,Beginning Sound Ba/Ra/Na,1617,Daily
2025-10-05,Beginning Sound Ba/Ra/Na,427,Daily
2025-10-06,Beginning Sound Ba/Ra/Na,598,Daily
2025-10-07,Beginning Sound Ba/Ra/Na,842,Daily
2025-10-08,Beginning Sound Ba/Ra/Na,364,Daily
2025-10-09,Beginning Sound Ba/Ra/Na,161,Daily
2025-10-10,Beginning Sound Ba/Ra/Na,91,Daily
2025-10-11,Beginning Sound Ba/Ra/Na,93,Daily
2025-10-12,Beginning Sound Ba/Ra/Na,82,Daily
2025-10-13,Beginning Sound Ba/Ra/Na,111,Daily
2025-10-14,Beginning Sound Ba/Ra/Na,126,Daily
2025-10-15,Beginning Sound Ba/Ra/Na,84,Daily
2025-10-16,Beginning Sound Ba/Ra/Na,40,Daily
2025-10-17,Beginning Sound Ba/Ra/Na,46,Daily
2025-10-18,Beginning Sound Ba/Ra/Na,29,Daily
2025-10-19,Beginning Sound Ba/Ra/Na,22,Daily
2025-10-20,Beginning Sound Ba/Ra/Na,24,Daily
2025-10-21,Beginning Sound Ba/Ra/Na,18,Daily
2025-10-22,Beginning Sound Ba/Ra/Na,16,Daily
2025-10-23,Beginning Sound Ba/Ra/Na,21,Daily
2025-10-24,Beginning Sound Ba/Ra/Na,20,Daily
2025-10-25,Beginning Sound Ba/Ra/Na,13,Daily
2025-10-26,Beginning Sound Ba/Ra/Na,19,Daily
2025-10-27,Beginning Sound Ba/Ra/Na,16,Daily
2025-10-28,Beginning Sound Ba/Ra/Na,15,Daily
2025-10-29,Beginning Sound Ba/Ra/Na,21,Daily
2025-10-30,Beginning Sound Ba/Ra/Na,11,Daily
2025-10-31,Beginning Sound Ba/Ra/Na,9,Daily
2025-11-01,Beginning Sound Ba/Ra/Na,11,Daily
2025-11-02,Beginning Sound Ba/Ra/Na,8,Daily
2025_38,Beginning Sound Ba/Ra/Na,1223,Weekly
2025_39,Beginning Sound Ba/Ra/Na,9811,Weekly
2025_40,Beginning Sound Ba/Ra/Na,1028,Weekly
2025_41,Beginning Sound Ba/Ra/Na,263,Weekly
2025_42,Beginning Sound Ba/Ra/Na,120,Weekly
2025_43,Beginning Sound Ba/Ra/Na,60,Weekly
2025-09,Beginning Sound Ba/Ra/Na,1223,Monthly
2025-10,Beginning Sound Ba/Ra/Na,11263,Monthly
2025-11,Beginning Sound Ba/Ra/Na,19,Monthly
2025-07-02,Color Red,2,Daily
2025-07-02,Color Yellow,1,Daily
2025-07-02,Shape Circle,753,Daily
2025-07-02,Shape Triangle,2,Daily
2025-07-03,Color Yellow,1,Daily
2025-07-03,Shape Circle,194,Daily
2025-07-03,Shape Triangle,1,Daily
2025-07-04,Shape Circle,891,Daily
2025-07-05,Color Red,5371,Daily
2025-07-05,Color Yellow,374,Daily
2025-07-05,Shape Circle,3409,Daily
2025-07-05,Shape Triangle,1360,Daily
2025-07-06,Color Red,1373,Daily
2025-07-06,Color Yellow,207,Daily
2025-07-06,Shape Circle,1103,Daily
2025-07-06,Shape Triangle,559,Daily
2025-07-07,Color Red,5419,Daily
2025-07-07,Color Yellow,702,Daily
2025-07-07,Shape Circle,3999,Daily
2025-07-07,Shape Triangle,2160,Daily
2025-07-08,Color Red,1749,Daily
2025-07-08,Color Yellow,388,Daily
2025-07-08,Shape Circle,1676,Daily
2025-07-08,Shape Triangle,907,Daily
2025-07-09,Color Red,1845,Daily
2025-07-09,Color Yellow,1169,Daily
2025-07-09,Shape Circle,3248,Daily
2025-07-09,Shape Triangle,5015,Daily
2025-07-10,Color Red,694,Daily
2025-07-10,Color Yellow,392,Daily
2025-07-10,Shape Circle,1167,Daily
2025-07-10,Shape Triangle,1266,Daily
2025-07-11,Color Red,1840,Daily
2025-07-11,Color Yellow,2047,Daily
2025-07-11,Shape Circle,4289,Daily
2025-07-11,Shape Triangle,4779,Daily
2025-07-12,Color Red,1815,Daily
2025-07-12,Color Yellow,5087,Daily
2025-07-12,Shape Circle,3907,Daily
2025-07-12,Shape Triangle,2115,Daily
2025-07-13,Color Red,690,Daily
2025-07-13,Color Yellow,1353,Daily
2025-07-13,Shape Circle,1306,Daily
2025-07-13,Shape Triangle,596,Daily
2025-07-14,Color Red,1518,Daily
2025-07-14,Color Yellow,3924,Daily
2025-07-14,Shape Circle,3448,Daily
2025-07-14,Shape Triangle,1208,Daily
2025-07-15,Color Red,672,Daily
2025-07-15,Color Yellow,1374,Daily
2025-07-15,Shape Circle,1403,Daily
2025-07-15,Shape Triangle,510,Daily
2025-07-16,Color Red,1436,Daily
2025-07-16,Color Yellow,821,Daily
2025-07-16,Shape Circle,2859,Daily
2025-07-16,Shape Triangle,743,Daily
2025-07-17,Color Red,724,Daily
2025-07-17,Color Yellow,378,Daily
2025-07-17,Shape Circle,1156,Daily
2025-07-17,Shape Triangle,328,Daily
2025-07-18,Color Red,1749,Daily
2025-07-18,Color Yellow,732,Daily
2025-07-18,Shape Circle,3584,Daily
2025-07-18,Shape Triangle,899,Daily
2025-07-19,Color Red,823,Daily
2025-07-19,Color Yellow,327,Daily
2025-07-19,Shape Circle,1424,Daily
2025-07-19,Shape Triangle,408,Daily
2025-07-20,Color Red,370,Daily
2025-07-20,Color Yellow,211,Daily
2025-07-20,Shape Circle,583,Daily
2025-07-20,Shape Triangle,228,Daily
2025-07-21,Color Red,1424,Daily
2025-07-21,Color Yellow,617,Daily
2025-07-21,Shape Circle,2899,Daily
2025-07-21,Shape Triangle,838,Daily
2025-07-22,Color Red,317,Daily
2025-07-22,Color Yellow,175,Daily
2025-07-22,Shape Circle,605,Daily
2025-07-22,Shape Triangle,209,Daily
2025-07-30,Color Blue,7092,Daily
2025-07-30,Color Red,1481,Daily
2025-07-30,Color Yellow,515,Daily
2025-07-30,Quantitative Comparison,656,Daily
2025-07-30,Relational Comparison,252,Daily
2025-07-30,Shape Circle,2975,Daily
2025-07-30,Shape Square,982,Daily
2025-07-30,Shape Triangle,912,Daily
2025-07-31,Color Blue,3024,Daily
2025-07-31,Color Red,1168,Daily
2025-07-31,Color Yellow,491,Daily
2025-07-31,Quantitative Comparison,497,Daily
2025-07-31,Relational Comparison,231,Daily
2025-07-31,Shape Circle,2175,Daily
2025-07-31,Shape Square,707,Daily
2025-07-31,Shape Triangle,724,Daily
2025-08-01,Color Blue,5217,Daily
2025-08-01,Color Red,1842,Daily
2025-08-01,Color Yellow,694,Daily
2025-08-01,Quantitative Comparison,403,Daily
2025-08-01,Relational Comparison,293,Daily
2025-08-01,Shape Circle,4099,Daily
2025-08-01,Shape Square,1129,Daily
2025-08-01,Shape Triangle,1014,Daily
2025-08-02,Color Blue,2180,Daily
2025-08-02,Color Red,914,Daily
2025-08-02,Color Yellow,369,Daily
2025-08-02,Quantitative Comparison,224,Daily
2025-08-02,Relational Comparison,165,Daily
2025-08-02,Shape Circle,1816,Daily
2025-08-02,Shape Square,602,Daily
2025-08-02,Shape Triangle,514,Daily
2025-08-03,Color Blue,394,Daily
2025-08-03,Color Red,243,Daily
2025-08-03,Color Yellow,95,Daily
2025-08-03,Quantitative Comparison,90,Daily
2025-08-03,Relational Comparison,59,Daily
2025-08-03,Shape Circle,373,Daily
2025-08-03,Shape Square,143,Daily
2025-08-03,Shape Triangle,140,Daily
2025-08-04,Color Blue,219,Daily
2025-08-04,Color Red,220,Daily
2025-08-04,Color Yellow,70,Daily
2025-08-04,Quantitative Comparison,89,Daily
2025-08-04,Relational Comparison,26,Daily
2025-08-04,Shape Circle,362,Daily
2025-08-04,Shape Square,106,Daily
2025-08-04,Shape Triangle,113,Daily
2025-08-05,Color Blue,122,Daily
2025-08-05,Color Red,131,Daily
2025-08-05,Color Yellow,54,Daily
2025-08-05,Quantitative Comparison,111,Daily
2025-08-05,Relational Comparison,24,Daily
2025-08-05,Revision Colors,1,Daily
2025-08-05,Shape Circle,223,Daily
2025-08-05,Shape Square,51,Daily
2025-08-05,Shape Triangle,91,Daily
2025-08-06,Color Blue,274,Daily
2025-08-06,Color Red,894,Daily
2025-08-06,Color Yellow,359,Daily
2025-08-06,Quantitative Comparison,157,Daily
2025-08-06,Relational Comparison,128,Daily
2025-08-06,Revision Colors,3298,Daily
2025-08-06,Revision Shapes,440,Daily
2025-08-06,Shape Circle,2069,Daily
2025-08-06,Shape Square,188,Daily
2025-08-06,Shape Triangle,596,Daily
2025-08-07,Color Blue,211,Daily
2025-08-07,Color Red,663,Daily
2025-08-07,Color Yellow,294,Daily
2025-08-07,Quantitative Comparison,146,Daily
2025-08-07,Relational Comparison,119,Daily
2025-08-07,Revision Colors,1407,Daily
2025-08-07,Revision Shapes,273,Daily
2025-08-07,Shape Circle,1348,Daily
2025-08-07,Shape Square,164,Daily
2025-08-07,Shape Triangle,445,Daily
2025-08-08,Color Blue,341,Daily
2025-08-08,Color Red,1344,Daily
2025-08-08,Color Yellow,471,Daily
2025-08-08,Quantitative Comparison,193,Daily
2025-08-08,Relational Comparison,209,Daily
2025-08-08,Revision Colors,2211,Daily
2025-08-08,Revision Shapes,1023,Daily
2025-08-08,Shape Circle,3263,Daily
2025-08-08,Shape Square,319,Daily
2025-08-08,Shape Triangle,721,Daily
2025-08-09,Color Blue,338,Daily
2025-08-09,Color Red,1254,Daily
2025-08-09,Color Yellow,518,Daily
2025-08-09,Quantitative Comparison,156,Daily
2025-08-09,Relational Comparison,208,Daily
2025-08-09,Revision Colors,910,Daily
2025-08-09,Revision Shapes,2097,Daily
2025-08-09,Shape Circle,2504,Daily
2025-08-09,Shape Square,200,Daily
2025-08-09,Shape Triangle,578,Daily
2025-08-10,Color Blue,270,Daily
2025-08-10,Color Red,826,Daily
2025-08-10,Color Yellow,402,Daily
2025-08-10,Quantitative Comparison,120,Daily
2025-08-10,Relational Comparison,142,Daily
2025-08-10,Revision Colors,221,Daily
2025-08-10,Revision Shapes,1098,Daily
2025-08-10,Shape Circle,1126,Daily
2025-08-10,Shape Square,148,Daily
2025-08-10,Shape Triangle,337,Daily
2025-08-11,Color Blue,125,Daily
2025-08-11,Color Red,355,Daily
2025-08-11,Color Yellow,158,Daily
2025-08-11,Quantitative Comparison,69,Daily
2025-08-11,Relational Comparison,63,Daily
2025-08-11,Revision Colors,132,Daily
2025-08-11,Revision Shapes,394,Daily
2025-08-11,Rhyming Words,1,Daily
2025-08-11,Shape Circle,561,Daily
2025-08-11,Shape Square,51,Daily
2025-08-11,Shape Triangle,170,Daily
2025-08-12,Color Blue,234,Daily
2025-08-12,Color Red,676,Daily
2025-08-12,Color Yellow,289,Daily
2025-08-12,Quantitative Comparison,140,Daily
2025-08-12,Relational Comparison,145,Daily
2025-08-12,Revision Colors,855,Daily
2025-08-12,Revision Shapes,480,Daily
2025-08-12,Shape Circle,1568,Daily
2025-08-12,Shape Square,171,Daily
2025-08-12,Shape Triangle,408,Daily
2025-08-13,Color Blue,293,Daily
2025-08-13,Color Red,1254,Daily
2025-08-13,Color Yellow,439,Daily
2025-08-13,Quantitative Comparison,177,Daily
2025-08-13,Relational Comparison,165,Daily
2025-08-13,Revision Colors,369,Daily
2025-08-13,Revision Shapes,384,Daily
2025-08-13,Rhyming Words,3016,Daily
